primaryCaseID,justiceID,justiceName
2193,55,WZEstey
2194,51,BLaskin
2194,55,WZEstey
2195,55,WZEstey
2195,56,YPratte
2196,45,RMartland
2196,47,RARitchie
2196,49,WFSpence
2196,55,WZEstey
2197,45,RMartland
2197,47,RARitchie
2197,49,WFSpence
2197,55,WZEstey
2199,45,RMartland
2199,49,WFSpence
2199,51,BLaskin
2199,52,RGBDickson
2200,55,WZEstey
2200,56,YPratte
2203,45,RMartland
2203,51,BLaskin
2203,52,RGBDickson
2203,53,JBeetz
2204,55,WZEstey
2210,47,RARitchie
2210,50,LPPigeon
2210,51,BLaskin
2210,52,RGBDickson
2211,49,WFSpence
2211,51,BLaskin
2211,56,YPratte
2216,46,WJudson
2216,47,RARitchie
2216,51,BLaskin
2216,52,RGBDickson
2217,47,RARitchie
2217,55,WZEstey
2228,53,JBeetz
2228,55,WZEstey
2230,46,WJudson
2230,49,WFSpence
2230,51,BLaskin
2230,52,RGBDickson
2231,45,RMartland
2231,50,LPPigeon
2231,55,WZEstey
2231,56,YPratte
2232,45,RMartland
2232,50,LPPigeon
2232,55,WZEstey
2232,56,YPratte
2233,45,RMartland
2233,49,WFSpence
2233,51,BLaskin
2233,55,WZEstey
2234,45,RMartland
2234,49,WFSpence
2234,51,BLaskin
2234,55,WZEstey
2235,55,WZEstey
2235,56,YPratte
2241,47,RARitchie
2241,53,JBeetz
2242,47,RARitchie
2242,56,YPratte
2243,47,RARitchie
2243,49,WFSpence
2243,51,BLaskin
2243,55,WZEstey
2244,51,BLaskin
2244,55,WZEstey
2245,47,RARitchie
2245,56,YPratte
2246,49,WFSpence
2246,55,WZEstey
2247,45,RMartland
2247,51,BLaskin
2247,53,JBeetz
2247,55,WZEstey
2249,50,LPPigeon
2249,51,BLaskin
2249,55,WZEstey
2249,56,YPratte
2252,50,LPPigeon
2252,52,RGBDickson
2252,53,JBeetz
2252,56,YPratte
2253,45,RMartland
2253,47,RARitchie
2253,49,WFSpence
2253,51,BLaskin
2254,47,RARitchie
2254,51,BLaskin
2254,55,WZEstey
2254,56,YPratte
2255,45,RMartland
2255,50,LPPigeon
2255,51,BLaskin
2255,53,JBeetz
2256,49,WFSpence
2256,53,JBeetz
2256,55,WZEstey
2256,56,YPratte
2257,45,RMartland
2257,47,RARitchie
2257,49,WFSpence
2257,51,BLaskin
2266,49,WFSpence
2266,50,LPPigeon
2266,51,BLaskin
2266,55,WZEstey
2267,53,JBeetz
2267,55,WZEstey
2268,45,RMartland
2268,47,RARitchie
2268,49,WFSpence
2268,51,BLaskin
2271,49,WFSpence
2271,50,LPPigeon
2271,51,BLaskin
2271,53,JBeetz
2272,45,RMartland
2272,47,RARitchie
2272,51,BLaskin
2272,55,WZEstey
2273,50,LPPigeon
2273,51,BLaskin
2274,47,RARitchie
2274,52,RGBDickson
2274,53,JBeetz
2274,56,YPratte
2275,45,RMartland
2275,47,RARitchie
2275,53,JBeetz
2275,56,YPratte
2276,45,RMartland
2276,47,RARitchie
2276,49,WFSpence
2276,51,BLaskin
2277,45,RMartland
2277,50,LPPigeon
2277,51,BLaskin
2277,52,RGBDickson
2278,47,RARitchie
2278,51,BLaskin
2278,55,WZEstey
2278,56,YPratte
2283,45,RMartland
2283,49,WFSpence
2283,51,BLaskin
2283,55,WZEstey
2284,47,RARitchie
2284,50,LPPigeon
2285,50,LPPigeon
2285,52,RGBDickson
2285,53,JBeetz
2285,56,YPratte
2286,45,RMartland
2286,51,BLaskin
2287,45,RMartland
2287,53,JBeetz
2288,53,JBeetz
2288,55,WZEstey
2289,47,RARitchie
2289,53,JBeetz
2290,51,BLaskin
2290,53,JBeetz
2291,55,WZEstey
2291,56,YPratte
2292,49,WFSpence
2292,55,WZEstey
2298,51,BLaskin
2298,56,YPratte
2300,50,LPPigeon
2300,51,BLaskin
2300,55,WZEstey
2300,56,YPratte
2301,45,RMartland
2301,47,RARitchie
2301,49,WFSpence
2301,51,BLaskin
2303,47,RARitchie
2303,49,WFSpence
2303,51,BLaskin
2303,55,WZEstey
2304,49,WFSpence
2304,51,BLaskin
2305,51,BLaskin
2305,52,RGBDickson
2306,51,BLaskin
2308,47,RARitchie
2308,49,WFSpence
2308,51,BLaskin
2308,55,WZEstey
2309,45,RMartland
2309,53,JBeetz
2309,55,WZEstey
2309,56,YPratte
2311,45,RMartland
2311,47,RARitchie
2311,49,WFSpence
2311,51,BLaskin
2312,49,WFSpence
2312,51,BLaskin
2315,45,RMartland
2315,56,YPratte
2316,49,WFSpence
2316,51,BLaskin
2316,53,JBeetz
2316,56,YPratte
2317,45,RMartland
2317,47,RARitchie
2317,49,WFSpence
2317,51,BLaskin
2318,45,RMartland
2318,47,RARitchie
2318,51,BLaskin
2318,52,RGBDickson
2319,45,RMartland
2319,47,RARitchie
2319,49,WFSpence
2319,51,BLaskin
2320,51,BLaskin
2320,53,JBeetz
2326,45,RMartland
2326,49,WFSpence
2326,51,BLaskin
2326,56,YPratte
2327,45,RMartland
2327,47,RARitchie
2327,49,WFSpence
2327,51,BLaskin
2328,45,RMartland
2328,47,RARitchie
2328,49,WFSpence
2328,53,JBeetz
2329,45,RMartland
2329,47,RARitchie
2329,51,BLaskin
2329,53,JBeetz
2332,45,RMartland
2332,50,LPPigeon
2332,53,JBeetz
2332,56,YPratte
2333,55,WZEstey
2333,56,YPratte
2334,45,RMartland
2334,51,BLaskin
2334,53,JBeetz
2334,56,YPratte
2335,47,RARitchie
2335,53,JBeetz
2339,47,RARitchie
2340,45,RMartland
2340,47,RARitchie
2340,49,WFSpence
2340,51,BLaskin
2341,47,RARitchie
2341,53,JBeetz
2341,57,WRMcIntyre
2342,51,BLaskin
2342,52,RGBDickson
2343,51,BLaskin
2343,53,JBeetz
2346,50,LPPigeon
2346,52,RGBDickson
2346,53,JBeetz
2346,55,WZEstey
2348,51,BLaskin
2348,55,WZEstey
2350,45,RMartland
2350,47,RARitchie
2350,51,BLaskin
2350,52,RGBDickson
2351,45,RMartland
2351,47,RARitchie
2351,49,WFSpence
2351,51,BLaskin
2352,51,BLaskin
2352,55,WZEstey
2355,45,RMartland
2355,47,RARitchie
2355,51,BLaskin
2355,53,JBeetz
2357,45,RMartland
2357,47,RARitchie
2357,56,YPratte
2357,57,WRMcIntyre
2359,51,BLaskin
2359,52,RGBDickson
2359,53,JBeetz
2359,56,YPratte
2360,51,BLaskin
2360,57,WRMcIntyre
2362,47,RARitchie
2362,51,BLaskin
2363,47,RARitchie
2363,51,BLaskin
2364,45,RMartland
2364,51,BLaskin
2364,52,RGBDickson
2364,56,YPratte
2366,45,RMartland
2366,56,YPratte
2367,50,LPPigeon
2367,53,JBeetz
2367,55,WZEstey
2367,56,YPratte
2368,45,RMartland
2368,47,RARitchie
2368,51,BLaskin
2368,55,WZEstey
2368,56,YPratte
2368,57,WRMcIntyre
2369,50,LPPigeon
2369,53,JBeetz
2369,55,WZEstey
2369,57,WRMcIntyre
2371,51,BLaskin
2371,55,WZEstey
2372,45,RMartland
2372,47,RARitchie
2372,49,WFSpence
2372,51,BLaskin
2373,51,BLaskin
2373,55,WZEstey
2374,51,BLaskin
2374,57,WRMcIntyre
2377,45,RMartland
2377,47,RARitchie
2377,51,BLaskin
2377,55,WZEstey
2378,50,LPPigeon
2378,51,BLaskin
2378,55,WZEstey
2378,56,YPratte
2380,51,BLaskin
2380,56,YPratte
2382,50,LPPigeon
2382,51,BLaskin
2382,55,WZEstey
2382,56,YPratte
2383,45,RMartland
2383,53,JBeetz
2383,55,WZEstey
2383,56,YPratte
2384,45,RMartland
2384,47,RARitchie
2384,51,BLaskin
2384,57,WRMcIntyre
2388,51,BLaskin
2388,57,WRMcIntyre
2390,51,BLaskin
2390,56,YPratte
2391,51,BLaskin
2391,52,RGBDickson
2393,45,RMartland
2393,47,RARitchie
2393,49,WFSpence
2393,53,JBeetz
2394,45,RMartland
2394,47,RARitchie
2394,56,YPratte
2397,45,RMartland
2397,51,BLaskin
2398,45,RMartland
2398,50,LPPigeon
2398,53,JBeetz
2398,56,YPratte
2399,49,WFSpence
2399,50,LPPigeon
2399,51,BLaskin
2399,56,YPratte
2400,51,BLaskin
2400,52,RGBDickson
2404,47,RARitchie
2404,51,BLaskin
2405,51,BLaskin
2405,53,JBeetz
2406,51,BLaskin
2406,56,YPratte
2408,50,LPPigeon
2408,51,BLaskin
2408,52,RGBDickson
2408,56,YPratte
2409,45,RMartland
2409,47,RARitchie
2409,51,BLaskin
2409,53,JBeetz
2415,45,RMartland
2415,47,RARitchie
2415,53,JBeetz
2415,56,YPratte
2416,45,RMartland
2416,51,BLaskin
2418,50,LPPigeon
2418,51,BLaskin
2421,49,WFSpence
2421,56,YPratte
2422,47,RARitchie
2422,51,BLaskin
2422,53,JBeetz
2422,56,YPratte
2423,51,BLaskin
2423,55,WZEstey
2425,49,WFSpence
2425,51,BLaskin
2426,45,RMartland
2426,47,RARitchie
2426,50,LPPigeon
2426,51,BLaskin
2427,45,RMartland
2427,51,BLaskin
2427,56,YPratte
2427,57,WRMcIntyre
2428,47,RARitchie
2428,51,BLaskin
2428,52,RGBDickson
2428,57,WRMcIntyre
2429,51,BLaskin
2429,55,WZEstey
2429,56,YPratte
2429,57,WRMcIntyre
2430,51,BLaskin
2430,52,RGBDickson
2431,50,LPPigeon
2431,51,BLaskin
2432,51,BLaskin
2432,56,YPratte
2435,45,RMartland
2435,51,BLaskin
2435,57,WRMcIntyre
2435,58,JChoinard
2436,51,BLaskin
2436,53,JBeetz
2437,51,BLaskin
2437,53,JBeetz
2437,57,WRMcIntyre
2437,58,JChoinard
2438,45,RMartland
2438,47,RARitchie
2438,51,BLaskin
2438,53,JBeetz
2439,51,BLaskin
2439,53,JBeetz
2440,45,RMartland
2440,47,RARitchie
2440,51,BLaskin
2440,52,RGBDickson
2441,51,BLaskin
2441,52,RGBDickson
2442,50,LPPigeon
2442,51,BLaskin
2442,53,JBeetz
2442,56,YPratte
2443,47,RARitchie
2443,51,BLaskin
2443,53,JBeetz
2443,56,YPratte
2444,50,LPPigeon
2444,51,BLaskin
2444,53,JBeetz
2444,56,YPratte
2445,51,BLaskin
2445,52,RGBDickson
2446,51,BLaskin
2446,57,WRMcIntyre
2447,45,RMartland
2447,50,LPPigeon
2447,51,BLaskin
2447,52,RGBDickson
2450,51,BLaskin
2450,58,JChoinard
2454,51,BLaskin
2454,56,YPratte
2456,47,RARitchie
2456,50,LPPigeon
2457,51,BLaskin
2457,56,YPratte
2459,45,RMartland
2459,47,RARitchie
2460,47,RARitchie
2460,51,BLaskin
2463,47,RARitchie
2463,53,JBeetz
2465,53,JBeetz
2467,47,RARitchie
2467,51,BLaskin
2467,53,JBeetz
2467,57,WRMcIntyre
2470,50,LPPigeon
2470,51,BLaskin
2470,53,JBeetz
2470,56,YPratte
2471,45,RMartland
2471,51,BLaskin
2472,51,BLaskin
2472,57,WRMcIntyre
2473,51,BLaskin
2473,52,RGBDickson
2473,55,WZEstey
2473,57,WRMcIntyre
2474,51,BLaskin
2474,57,WRMcIntyre
2475,45,RMartland
2475,51,BLaskin
2475,53,JBeetz
2476,51,BLaskin
2477,47,RARitchie
2477,51,BLaskin
2477,53,JBeetz
2479,51,BLaskin
2479,58,JChoinard
2480,45,RMartland
2480,51,BLaskin
2480,52,RGBDickson
2481,47,RARitchie
2481,51,BLaskin
2481,53,JBeetz
2482,51,BLaskin
2482,58,JChoinard
2483,51,BLaskin
2483,58,JChoinard
2484,50,LPPigeon
2484,51,BLaskin
2486,51,BLaskin
2486,52,RGBDickson
2487,45,RMartland
2487,47,RARitchie
2487,51,BLaskin
2487,57,WRMcIntyre
2488,52,RGBDickson
2488,55,WZEstey
2488,58,JChoinard
2489,50,LPPigeon
2489,51,BLaskin
2489,57,WRMcIntyre
2489,58,JChoinard
2490,45,RMartland
2490,47,RARitchie
2490,51,BLaskin
2490,57,WRMcIntyre
2491,51,BLaskin
2492,51,BLaskin
2492,53,JBeetz
2493,57,WRMcIntyre
2494,51,BLaskin
2494,57,WRMcIntyre
2495,55,WZEstey
2496,45,RMartland
2497,58,JChoinard
2498,55,WZEstey
2498,57,WRMcIntyre
2498,58,JChoinard
2499,58,JChoinard
2500,51,BLaskin
2500,58,JChoinard
2501,45,RMartland
2501,51,BLaskin
2501,53,JBeetz
2502,47,RARitchie
2502,51,BLaskin
2502,58,JChoinard
2503,45,RMartland
2503,47,RARitchie
2503,51,BLaskin
2503,52,RGBDickson
2504,45,RMartland
2504,50,LPPigeon
2504,51,BLaskin
2504,53,JBeetz
2505,45,RMartland
2505,47,RARitchie
2505,51,BLaskin
2505,55,WZEstey
2506,45,RMartland
2506,47,RARitchie
2506,50,LPPigeon
2506,51,BLaskin
2507,50,LPPigeon
2507,51,BLaskin
2508,47,RARitchie
2508,51,BLaskin
2509,55,WZEstey
2509,58,JChoinard
2510,45,RMartland
2510,47,RARitchie
2511,51,BLaskin
2511,52,RGBDickson
2512,45,RMartland
2512,51,BLaskin
2513,51,BLaskin
2513,52,RGBDickson
2514,51,BLaskin
2515,45,RMartland
2515,47,RARitchie
2515,51,BLaskin
2515,55,WZEstey
2516,51,BLaskin
2516,55,WZEstey
2517,47,RARitchie
2517,51,BLaskin
2518,52,RGBDickson
2519,47,RARitchie
2519,51,BLaskin
2519,52,RGBDickson
2519,59,ALamer
2520,47,RARitchie
2520,51,BLaskin
2520,53,JBeetz
2520,55,WZEstey
2521,45,RMartland
2521,47,RARitchie
2521,55,WZEstey
2521,58,JChoinard
2522,45,RMartland
2522,47,RARitchie
2522,51,BLaskin
2522,57,WRMcIntyre
2523,47,RARitchie
2523,55,WZEstey
2523,57,WRMcIntyre
2523,58,JChoinard
2524,55,WZEstey
2524,57,WRMcIntyre
2525,51,BLaskin
2525,52,RGBDickson
2526,45,RMartland
2526,51,BLaskin
2526,55,WZEstey
2526,58,JChoinard
2527,47,RARitchie
2527,51,BLaskin
2527,57,WRMcIntyre
2527,58,JChoinard
2528,45,RMartland
2528,47,RARitchie
2528,52,RGBDickson
2528,59,ALamer
2529,51,BLaskin
2529,55,WZEstey
2530,58,JChoinard
2531,51,BLaskin
2531,52,RGBDickson
2531,55,WZEstey
2531,59,ALamer
2532,47,RARitchie
2532,51,BLaskin
2532,53,JBeetz
2532,55,WZEstey
2533,51,BLaskin
2533,52,RGBDickson
2534,45,RMartland
2534,47,RARitchie
2534,52,RGBDickson
2534,58,JChoinard
2535,47,RARitchie
2535,51,BLaskin
2536,45,RMartland
2537,45,RMartland
2537,47,RARitchie
2538,51,BLaskin
2539,51,BLaskin
2539,57,WRMcIntyre
2540,51,BLaskin
2540,55,WZEstey
2541,51,BLaskin
2541,58,JChoinard
2543,51,BLaskin
2543,58,JChoinard
2544,51,BLaskin
2544,55,WZEstey
2544,58,JChoinard
2544,59,ALamer
2545,45,RMartland
2545,53,JBeetz
2545,57,WRMcIntyre
2545,58,JChoinard
2546,51,BLaskin
2546,55,WZEstey
2547,45,RMartland
2549,51,BLaskin
2550,45,RMartland
2550,51,BLaskin
2550,53,JBeetz
2550,59,ALamer
2551,45,RMartland
2551,47,RARitchie
2551,52,RGBDickson
2551,53,JBeetz
2552,51,BLaskin
2552,52,RGBDickson
2552,53,JBeetz
2552,58,JChoinard
2553,45,RMartland
2553,47,RARitchie
2553,51,BLaskin
2553,52,RGBDickson
2554,51,BLaskin
2555,47,RARitchie
2555,59,ALamer
2556,55,WZEstey
2556,57,WRMcIntyre
2557,55,WZEstey
2557,57,WRMcIntyre
2558,47,RARitchie
2559,53,JBeetz
2559,58,JChoinard
2560,51,BLaskin
2560,53,JBeetz
2560,57,WRMcIntyre
2560,58,JChoinard
2561,45,RMartland
2561,53,JBeetz
2561,55,WZEstey
2561,59,ALamer
2562,45,RMartland
2562,47,RARitchie
2562,51,BLaskin
2562,53,JBeetz
2563,53,JBeetz
2563,58,JChoinard
2564,45,RMartland
2564,47,RARitchie
2564,58,JChoinard
2565,53,JBeetz
2565,58,JChoinard
2566,57,WRMcIntyre
2567,45,RMartland
2567,52,RGBDickson
2567,58,JChoinard
2567,59,ALamer
2568,52,RGBDickson
2568,58,JChoinard
2569,45,RMartland
2569,47,RARitchie
2569,51,BLaskin
2569,53,JBeetz
2570,53,JBeetz
2570,59,ALamer
2571,51,BLaskin
2571,52,RGBDickson
2571,53,JBeetz
2571,57,WRMcIntyre
2572,45,RMartland
2572,53,JBeetz
2573,45,RMartland
2573,47,RARitchie
2573,52,RGBDickson
2573,53,JBeetz
2574,53,JBeetz
2574,57,WRMcIntyre
2574,58,JChoinard
2574,59,ALamer
2575,51,BLaskin
2575,53,JBeetz
2575,55,WZEstey
2575,59,ALamer
2576,45,RMartland
2576,52,RGBDickson
2576,53,JBeetz
2576,59,ALamer
2577,47,RARitchie
2577,53,JBeetz
2578,53,JBeetz
2578,58,JChoinard
2579,47,RARitchie
2579,53,JBeetz
2580,47,RARitchie
2580,51,BLaskin
2582,45,RMartland
2582,47,RARitchie
2582,51,BLaskin
2582,53,JBeetz
2583,51,BLaskin
2583,52,RGBDickson
2583,58,JChoinard
2583,59,ALamer
2584,52,RGBDickson
2584,53,JBeetz
2584,58,JChoinard
2584,59,ALamer
2585,45,RMartland
2585,47,RARitchie
2585,51,BLaskin
2585,55,WZEstey
2586,45,RMartland
2586,47,RARitchie
2586,53,JBeetz
2586,57,WRMcIntyre
2587,47,RARitchie
2587,51,BLaskin
2587,53,JBeetz
2587,58,JChoinard
2588,53,JBeetz
2588,59,ALamer
2589,45,RMartland
2589,53,JBeetz
2590,53,JBeetz
2590,58,JChoinard
2591,53,JBeetz
2591,57,WRMcIntyre
2592,45,RMartland
2592,52,RGBDickson
2592,53,JBeetz
2592,59,ALamer
2593,45,RMartland
2593,47,RARitchie
2593,51,BLaskin
2593,53,JBeetz
2594,45,RMartland
2594,53,JBeetz
2594,55,WZEstey
2594,57,WRMcIntyre
2595,52,RGBDickson
2595,53,JBeetz
2596,45,RMartland
2596,47,RARitchie
2598,53,JBeetz
2598,59,ALamer
2599,53,JBeetz
2599,58,JChoinard
2601,45,RMartland
2601,47,RARitchie
2601,53,JBeetz
2601,55,WZEstey
2601,58,JChoinard
2601,59,ALamer
2602,47,RARitchie
2602,51,BLaskin
2603,45,RMartland
2603,47,RARitchie
2603,51,BLaskin
2603,57,WRMcIntyre
2604,52,RGBDickson
2604,53,JBeetz
2604,58,JChoinard
2604,59,ALamer
2605,53,JBeetz
2605,57,WRMcIntyre
2605,58,JChoinard
2605,59,ALamer
2606,45,RMartland
2606,47,RARitchie
2606,55,WZEstey
2606,58,JChoinard
2607,47,RARitchie
2607,53,JBeetz
2607,55,WZEstey
2607,57,WRMcIntyre
2608,51,BLaskin
2609,45,RMartland
2609,59,ALamer
2611,51,BLaskin
2611,59,ALamer
2612,45,RMartland
2612,47,RARitchie
2612,51,BLaskin
2612,55,WZEstey
2613,47,RARitchie
2613,51,BLaskin
2613,52,RGBDickson
2613,58,JChoinard
2614,45,RMartland
2614,51,BLaskin
2614,55,WZEstey
2614,59,ALamer
2615,55,WZEstey
2615,57,WRMcIntyre
2615,58,JChoinard
2615,59,ALamer
2616,58,JChoinard
2616,59,ALamer
2619,45,RMartland
2619,47,RARitchie
2619,51,BLaskin
2619,55,WZEstey
2620,45,RMartland
2620,57,WRMcIntyre
2620,58,JChoinard
2620,59,ALamer
2621,45,RMartland
2621,47,RARitchie
2621,51,BLaskin
2621,52,RGBDickson
2622,45,RMartland
2622,47,RARitchie
2623,47,RARitchie
2623,51,BLaskin
2623,55,WZEstey
2623,59,ALamer
2624,51,BLaskin
2624,52,RGBDickson
2624,53,JBeetz
2624,55,WZEstey
2625,53,JBeetz
2625,59,ALamer
2626,53,JBeetz
2626,58,JChoinard
2627,47,RARitchie
2627,53,JBeetz
2632,45,RMartland
2632,52,RGBDickson
2632,58,JChoinard
2632,59,ALamer
2633,57,WRMcIntyre
2633,58,JChoinard
2634,53,JBeetz
2634,58,JChoinard
2635,47,RARitchie
2635,59,ALamer
2636,53,JBeetz
2637,53,JBeetz
2637,55,WZEstey
2637,58,JChoinard
2637,59,ALamer
2638,51,BLaskin
2638,55,WZEstey
2638,57,WRMcIntyre
2638,58,JChoinard
2640,45,RMartland
2640,53,JBeetz
2641,53,JBeetz
2641,59,ALamer
2642,47,RARitchie
2642,51,BLaskin
2642,53,JBeetz
2642,57,WRMcIntyre
2643,45,RMartland
2643,47,RARitchie
2643,51,BLaskin
2643,52,RGBDickson
2644,45,RMartland
2644,47,RARitchie
2644,51,BLaskin
2644,53,JBeetz
2645,52,RGBDickson
2645,53,JBeetz
2645,55,WZEstey
2645,59,ALamer
2646,45,RMartland
2646,47,RARitchie
2646,53,JBeetz
2646,58,JChoinard
2647,45,RMartland
2647,47,RARitchie
2647,51,BLaskin
2647,57,WRMcIntyre
2648,45,RMartland
2648,47,RARitchie
2649,51,BLaskin
2649,53,JBeetz
2650,53,JBeetz
2650,58,JChoinard
2653,45,RMartland
2653,51,BLaskin
2654,51,BLaskin
2654,52,RGBDickson
2654,53,JBeetz
2654,59,ALamer
2655,45,RMartland
2655,47,RARitchie
2655,51,BLaskin
2655,57,WRMcIntyre
2656,47,RARitchie
2656,53,JBeetz
2656,57,WRMcIntyre
2656,58,JChoinard
2659,51,BLaskin
2659,53,JBeetz
2659,57,WRMcIntyre
2659,58,JChoinard
2660,51,BLaskin
2660,53,JBeetz
2660,55,WZEstey
2660,58,JChoinard
2661,45,RMartland
2661,47,RARitchie
2661,51,BLaskin
2661,55,WZEstey
2662,47,RARitchie
2662,53,JBeetz
2663,51,BLaskin
2663,58,JChoinard
2664,47,RARitchie
2664,51,BLaskin
2666,53,JBeetz
2666,59,ALamer
2667,45,RMartland
2667,47,RARitchie
2667,51,BLaskin
2667,53,JBeetz
2668,53,JBeetz
2668,59,ALamer
2669,47,RARitchie
2669,51,BLaskin
2673,45,RMartland
2673,58,JChoinard
2674,45,RMartland
2674,58,JChoinard
2675,47,RARitchie
2675,51,BLaskin
2675,55,WZEstey
2675,59,ALamer
2676,47,RARitchie
2676,55,WZEstey
2678,53,JBeetz
2678,57,WRMcIntyre
2678,58,JChoinard
2678,59,ALamer
2679,53,JBeetz
2679,59,ALamer
2682,45,RMartland
2682,52,RGBDickson
2682,53,JBeetz
2682,58,JChoinard
2683,51,BLaskin
2683,53,JBeetz
2683,58,JChoinard
2683,59,ALamer
2684,51,BLaskin
2684,52,RGBDickson
2684,53,JBeetz
2684,58,JChoinard
2685,45,RMartland
2685,58,JChoinard
2686,45,RMartland
2686,47,RARitchie
2686,51,BLaskin
2686,59,ALamer
2687,45,RMartland
2687,47,RARitchie
2687,51,BLaskin
2687,59,ALamer
2694,52,RGBDickson
2694,59,ALamer
2695,51,BLaskin
2695,58,JChoinard
2696,45,RMartland
2696,47,RARitchie
2696,53,JBeetz
2696,59,ALamer
2697,51,BLaskin
2697,53,JBeetz
2697,55,WZEstey
2697,58,JChoinard
2703,51,BLaskin
2703,53,JBeetz
2703,58,JChoinard
2703,59,ALamer
2705,45,RMartland
2705,47,RARitchie
2705,51,BLaskin
2705,52,RGBDickson
2705,55,WZEstey
2705,57,WRMcIntyre
2706,45,RMartland
2706,47,RARitchie
2706,51,BLaskin
2706,52,RGBDickson
2706,55,WZEstey
2706,57,WRMcIntyre
2707,57,WRMcIntyre
2707,59,ALamer
2708,45,RMartland
2708,47,RARitchie
2709,45,RMartland
2709,47,RARitchie
2710,47,RARitchie
2710,55,WZEstey
2711,45,RMartland
2711,59,ALamer
2712,53,JBeetz
2713,53,JBeetz
2714,52,RGBDickson
2714,53,JBeetz
2714,58,JChoinard
2715,47,RARitchie
2715,53,JBeetz
2715,57,WRMcIntyre
2715,58,JChoinard
2716,53,JBeetz
2716,59,ALamer
2717,57,WRMcIntyre
2718,52,RGBDickson
2718,53,JBeetz
2719,53,JBeetz
2719,58,JChoinard
2719,59,ALamer
2720,45,RMartland
2720,53,JBeetz
2720,58,JChoinard
2720,59,ALamer
2721,47,RARitchie
2721,52,RGBDickson
2721,59,ALamer
2722,47,RARitchie
2722,52,RGBDickson
2722,59,ALamer
2723,45,RMartland
2723,53,JBeetz
2723,58,JChoinard
2723,59,ALamer
2724,59,ALamer
2724,60,BWilson
2725,45,RMartland
2725,47,RARitchie
2725,51,BLaskin
2725,52,RGBDickson
2727,45,RMartland
2727,47,RARitchie
2727,52,RGBDickson
2727,59,ALamer
2728,45,RMartland
2728,53,JBeetz
2728,58,JChoinard
2728,59,ALamer
2729,51,BLaskin
2729,53,JBeetz
2730,55,WZEstey
2731,59,ALamer
2731,60,BWilson
2732,55,WZEstey
2732,60,BWilson
2733,55,WZEstey
2734,55,WZEstey
2735,47,RARitchie
2736,47,RARitchie
2737,51,BLaskin
2737,57,WRMcIntyre
2738,45,RMartland
2738,47,RARitchie
2738,58,JChoinard
2738,59,ALamer
2739,47,RARitchie
2739,55,WZEstey
2739,57,WRMcIntyre
2739,60,BWilson
2740,45,RMartland
2740,47,RARitchie
2740,51,BLaskin
2740,59,ALamer
2741,45,RMartland
2741,47,RARitchie
2741,51,BLaskin
2741,57,WRMcIntyre
2742,47,RARitchie
2742,51,BLaskin
2742,55,WZEstey
2742,57,WRMcIntyre
2748,51,BLaskin
2748,59,ALamer
2751,47,RARitchie
2751,51,BLaskin
2751,53,JBeetz
2751,59,ALamer
2752,55,WZEstey
2752,57,WRMcIntyre
2752,58,JChoinard
2752,59,ALamer
2753,47,RARitchie
2753,53,JBeetz
2753,55,WZEstey
2753,60,BWilson
2754,45,RMartland
2754,53,JBeetz
2754,58,JChoinard
2754,59,ALamer
2755,57,WRMcIntyre
2756,51,BLaskin
2756,60,BWilson
2757,51,BLaskin
2757,57,WRMcIntyre
2758,47,RARitchie
2758,58,JChoinard
2759,47,RARitchie
2759,51,BLaskin
2762,45,RMartland
2762,52,RGBDickson
2762,53,JBeetz
2762,59,ALamer
2768,53,JBeetz
2768,59,ALamer
2772,51,BLaskin
2772,53,JBeetz
2772,57,WRMcIntyre
2772,59,ALamer
2773,47,RARitchie
2773,51,BLaskin
2778,47,RARitchie
2778,51,BLaskin
2778,52,RGBDickson
2778,53,JBeetz
2779,51,BLaskin
2779,55,WZEstey
2779,57,WRMcIntyre
2779,59,ALamer
2780,51,BLaskin
2780,52,RGBDickson
2780,53,JBeetz
2780,58,JChoinard
2781,53,JBeetz
2782,59,ALamer
2782,60,BWilson
2783,51,BLaskin
2783,55,WZEstey
2784,57,WRMcIntyre
2784,58,JChoinard
2785,60,BWilson
2786,47,RARitchie
2786,51,BLaskin
2787,51,BLaskin
2787,52,RGBDickson
2788,53,JBeetz
2788,59,ALamer
2789,51,BLaskin
2789,55,WZEstey
2789,58,JChoinard
2789,59,ALamer
2790,51,BLaskin
2790,59,ALamer
2791,52,RGBDickson
2791,59,ALamer
2792,47,RARitchie
2792,53,JBeetz
2792,58,JChoinard
2792,59,ALamer
2793,51,BLaskin
2793,52,RGBDickson
2793,57,WRMcIntyre
2793,60,BWilson
2794,47,RARitchie
2794,51,BLaskin
2794,53,JBeetz
2794,58,JChoinard
2795,45,RMartland
2795,47,RARitchie
2795,51,BLaskin
2795,52,RGBDickson
2796,51,BLaskin
2796,53,JBeetz
2796,58,JChoinard
2796,59,ALamer
2797,47,RARitchie
2797,51,BLaskin
2797,52,RGBDickson
2797,53,JBeetz
2798,47,RARitchie
2798,59,ALamer
2799,51,BLaskin
2799,55,WZEstey
2800,57,WRMcIntyre
2801,51,BLaskin
2801,55,WZEstey
2802,59,ALamer
2803,53,JBeetz
2803,57,WRMcIntyre
2803,58,JChoinard
2803,60,BWilson
2805,47,RARitchie
2805,51,BLaskin
2805,52,RGBDickson
2805,60,BWilson
2806,47,RARitchie
2806,52,RGBDickson
2807,47,RARitchie
2807,51,BLaskin
